plot,year,corner,scale,spcode
259,2004,2,0.1,asteeric
259,2004,3,10,asteeric
259,2004,4,1,asteeric
259,2004,2,10,astrcras
259,2004,3,1,astrcras
259,2004,3,10,baptaust
259,2004,2,10,bothsacc
259,2004,3,1,bothsacc
259,2004,4,1,bothsacc
259,2004,1,10,boutcurt
259,2004,2,1,boutcurt
259,2004,3,0.1,boutcurt
259,2004,4,10,boutcurt
259,2004,1,1,briceupa
259,2004,2,1,briceupa
259,2004,3,0.1,briceupa
259,2004,4,10,briceupa
259,2004,1,0.1,buchdact
259,2004,2,0.01,buchdact
259,2004,3,1,buchdact
259,2004,4,10,buchdact
259,2004,1,10,carefest
259,2004,2,1,carefest
259,2004,3,0.01,carefest
259,2004,1,1,caregrav
259,2004,2,10,caregrav
259,2004,3,10,caregrav
259,2004,4,10,caregrav
259,2004,1,10,caremicr
259,2004,4,10,caremicr
259,2004,2,10,chamnuta
259,2004,2,10,cirsundu
259,2004,2,1,conycana
259,2004,3,1,conycana
259,2004,1,10,crotmona
259,2004,2,10,crotmona
259,2004,3,10,crotmona
259,2004,4,10,crotmona
259,2004,1,0.1,dicholig
259,2004,2,0.01,dicholig
259,2004,3,0.1,dicholig
259,2004,4,0.1,dicholig
259,2004,1,10,digicogn
259,2004,2,0.01,digicogn
259,2004,3,10,digicogn
259,2004,4,1,digicogn
259,2004,1,10,elymvirg
259,2004,2,10,elymvirg
259,2004,3,10,elymvirg
259,2004,4,0.01,elymvirg
259,2004,2,0.1,eragspec
259,2004,3,0.01,eragspec
259,2004,4,10,eragspec
259,2004,1,10,erigstri
259,2004,1,1,hordpusi
259,2004,1,10,kummstip
259,2004,2,1,kummstip
259,2004,3,0.01,kummstip
259,2004,4,0.1,kummstip
259,2004,1,10,lepivirg
259,2004,1,10,lespproc
259,2004,1,1,lithinci
259,2004,4,10,lithinci
259,2004,3,1,medilupu
259,2004,1,10,mimoquad
259,2004,NA,100,monacitr
259,2004,1,10,oxaldill
259,2004,2,10,oxaldill
259,2004,3,10,oxaldill
259,2004,4,1,oxaldill
259,2004,1,10,oxalviol
259,2004,1,10,panivirg
259,2004,2,1,panivirg
259,2004,3,0.1,panivirg
259,2004,4,10,panivirg
259,2004,3,10,paspseta
259,2004,4,10,paspseta
259,2004,1,10,physpumi
259,2004,2,10,poaprate
259,2004,4,0.1,poaprate
259,2004,1,10,psortenu
259,2004,2,10,psortenu
259,2004,3,10,psortenu
259,2004,2,0.1,raticolu
259,2004,2,10,rudbhirt
259,2004,3,10,ruelhumi
259,2004,4,10,ruelhumi
259,2004,1,10,salvazur
259,2004,2,10,salvazur
259,2004,4,0.1,salvazur
259,2004,1,0.01,schiscop
259,2004,2,0.01,schiscop
259,2004,3,0.1,schiscop
259,2004,4,0.1,schiscop
259,2004,NA,100,sileanti
259,2004,2,10,solirigi
259,2004,3,10,solirigi
259,2004,1,0.1,sorgnuta
259,2004,2,1,sorgnuta
259,2004,3,1,sorgnuta
259,2004,4,10,sorgnuta
259,2004,NA,100,unknspir
259,2004,1,1,sporcomp
259,2004,2,1,sporcomp
259,2004,3,0.01,sporcomp
259,2004,4,0.1,sporcomp
259,2004,1,0.1,stroleio
259,2004,2,0.01,stroleio
259,2004,3,10,stroleio
259,2004,4,1,stroleio
259,2004,1,0.1,tragbeto
259,2004,2,1,tragbeto
259,2004,4,10,tragbeto
259,2004,1,10,tridflav
259,2004,2,10,tridflav
259,2004,1,10,trioperf
259,2004,2,10,trioperf
259,2004,3,10,trioperf
259,2004,NA,100,vernarka
259,2004,2,0.1,vernbald
259,2004,3,0.1,vernbald
303,2004,1,0.1,acalvirg
303,2004,2,10,acalvirg
303,2004,1,10,achimill
303,2004,2,10,achimill
303,2004,3,10,achimill
303,2004,4,1,achimill
303,2004,1,10,agrohyem
303,2004,3,10,agrohyem
303,2004,4,10,agrohyem
303,2004,4,0.1,ambrbide
303,2004,1,0.1,ambrpsil
303,2004,2,0.01,ambrpsil
303,2004,3,0.01,ambrpsil
303,2004,4,0.1,ambrpsil
303,2004,2,10,amorcane
303,2004,1,0.01,andrgera
303,2004,2,0.01,andrgera
303,2004,3,1,andrgera
303,2004,4,0.1,andrgera
303,2004,1,1,andrvirg
303,2004,1,10,antenegl
303,2004,2,10,antenegl
303,2004,3,1,antenegl
303,2004,1,10,apoccann
303,2004,3,1,arteludo
303,2004,1,1,asclviri
303,2004,2,10,asclviri
303,2004,3,10,asclviri
303,2004,4,10,asclviri
303,2004,1,1,asteeric
303,2004,2,0.1,asteeric
303,2004,3,1,asteeric
303,2004,4,0.1,asteeric
303,2004,1,0.1,asteoole
303,2004,2,0.1,asteoole
303,2004,3,0.1,asteoole
303,2004,4,1,asteoole
303,2004,1,10,astepate
303,2004,2,0.01,astepate
303,2004,3,1,astepate
303,2004,4,1,astepate
303,2004,NA,100,asteprae
303,2004,2,10,baptbrac
303,2004,3,10,baptbrac
303,2004,4,10,baptbrac
303,2004,1,10,briceupa
303,2004,2,10,briceupa
303,2004,3,10,briceupa
303,2004,2,10,callalca
303,2004,4,10,callalca
303,2004,1,10,carebush
303,2004,2,1,carebush
303,2004,3,10,carebush
303,2004,4,10,carebush
303,2004,NA,100,careceph
303,2004,1,1,carefest
303,2004,2,0.01,carefest
303,2004,4,1,carefest
303,2004,1,10,caregrav
303,2004,3,0.1,caregrav
303,2004,2,1,chamfasc
303,2004,3,1,chamfasc
303,2004,NA,100,cirsalti
303,2004,4,10,cuscpent
303,2004,1,10,cypelupu
303,2004,2,10,cypelupu
303,2004,3,10,cypelupu
303,2004,4,10,cypelupu
303,2004,3,10,dalecand
303,2004,NA,100,desmills
303,2004,1,1,desmsess
303,2004,2,1,desmsess
303,2004,3,10,desmsess
303,2004,4,10,desmsess
303,2004,1,0.1,dichacum
303,2004,2,0.1,dichacum
303,2004,3,10,dichacum
303,2004,4,0.1,dichacum
303,2004,1,0.01,dicholig
303,2004,2,0.1,dicholig
303,2004,3,0.01,dicholig
303,2004,4,0.01,dicholig
303,2004,1,10,dichspha
303,2004,4,10,dichspha
303,2004,1,10,digicogn
303,2004,2,1,digicogn
303,2004,3,10,digicogn
303,2004,4,10,digicogn
303,2004,1,1,elymvirg
303,2004,2,10,elymvirg
303,2004,3,10,elymvirg
303,2004,4,10,elymvirg
303,2004,1,1,eragspec
303,2004,2,10,eragspec
303,2004,3,0.1,eragspec
303,2004,4,1,eragspec
303,2004,1,10,erigstri
303,2004,2,10,erigstri
303,2004,4,1,erigstri
303,2004,3,0.1,euthgymn
303,2004,1,10,fimbpube
303,2004,2,0.01,fimbpube
303,2004,3,1,fimbpube
303,2004,4,1,fimbpube
303,2004,1,1,fragvirg
303,2004,2,1,fragvirg
303,2004,3,1,fragvirg
303,2004,4,1,fragvirg
303,2004,1,10,unkngaur
303,2004,2,1,unkngaur
303,2004,4,10,unkngaur
303,2004,3,10,helimoll
303,2004,4,10,helimoll
303,2004,2,10,hierlong
303,2004,3,1,hierlong
303,2004,2,10,koelmacr
303,2004,1,10,kummstip
303,2004,2,1,kummstip
303,2004,3,10,kummstip
303,2004,4,10,kummstip
303,2004,1,10,kummstri
303,2004,2,1,kummstri
303,2004,3,0.1,kummstri
303,2004,4,0.1,kummstri
303,2004,2,1,lespcune
303,2004,NA,100,lespproc
303,2004,3,1,lespvirg
303,2004,4,1,lespvirg
303,2004,1,10,linusulc
303,2004,2,1,linusulc
303,2004,3,0.1,linusulc
303,2004,4,10,linusulc
303,2004,1,1,lithinci
303,2004,2,1,lithinci
303,2004,3,10,lithinci
303,2004,2,10,mimoquad
303,2004,3,10,mimoquad
303,2004,4,10,mimoquad
303,2004,1,0.1,monafist
303,2004,2,10,monafist
303,2004,3,0.1,monafist
303,2004,4,1,monafist
303,2004,1,10,oxaldill
303,2004,2,10,oxaldill
303,2004,3,10,oxaldill
303,2004,4,10,oxaldill
303,2004,1,0.1,oxalviol
303,2004,3,10,oxalviol
303,2004,4,10,oxalviol
303,2004,NA,100,paniance
303,2004,2,10,panivirg
303,2004,3,10,panivirg
303,2004,4,1,panivirg
303,2004,1,10,paspseta
303,2004,2,0.1,paspseta
303,2004,3,1,paspseta
303,2004,4,1,paspseta
303,2004,4,10,pediescu
303,2004,1,10,physvirg
303,2004,3,10,physvirg
303,2004,4,10,physvirg
303,2004,2,10,planvirg
303,2004,3,10,planvirg
303,2004,3,10,poaprate
303,2004,4,10,polyinca
303,2004,1,10,polyvert
303,2004,2,0.1,polyvert
303,2004,3,0.1,polyvert
303,2004,4,0.1,polyvert
303,2004,1,10,psortenu
303,2004,2,10,psortenu
303,2004,3,10,psortenu
303,2004,4,10,pyrrcaro
303,2004,1,10,raticolu
303,2004,2,1,raticolu
303,2004,3,1,raticolu
303,2004,4,0.1,raticolu
303,2004,1,1,rubuostr
303,2004,3,10,rubuostr
303,2004,4,10,rubuostr
303,2004,NA,100,rudbhirt
303,2004,1,0.1,ruelhumi
303,2004,2,0.01,ruelhumi
303,2004,3,0.1,ruelhumi
303,2004,4,10,ruelhumi
303,2004,1,10,salvazur
303,2004,2,0.1,salvazur
303,2004,3,0.1,salvazur
303,2004,4,0.1,salvazur
303,2004,1,0.1,schiscop
303,2004,2,10,schiscop
303,2004,3,0.01,schiscop
303,2004,4,0.01,schiscop
303,2004,1,10,setaparv
303,2004,3,0.1,setaparv
303,2004,1,1,sisycamp
303,2004,3,10,sisycamp
303,2004,4,10,sisycamp
303,2004,1,0.1,solicana
303,2004,2,10,solicana
303,2004,3,0.1,solicana
303,2004,4,0.1,solicana
303,2004,1,0.01,sorgnuta
303,2004,2,10,sorgnuta
303,2004,3,1,sorgnuta
303,2004,4,1,sorgnuta
303,2004,4,0.01,unknspir
303,2004,1,0.1,sporcomp
303,2004,2,10,sporcomp
303,2004,4,1,sporcomp
303,2004,1,0.1,stroleio
303,2004,2,0.1,stroleio
303,2004,3,0.1,stroleio
303,2004,4,1,stroleio
303,2004,1,1,stylbifl
303,2004,2,1,stylbifl
303,2004,3,0.1,stylbifl
303,2004,4,1,stylbifl
303,2004,4,10,symporbi
303,2004,1,10,tridflav
303,2004,4,1,tridflav
303,2004,4,1,verbstri
303,2004,1,10,vernbald
303,2004,2,10,vernbald
303,2004,NA,100,xantstru
307,2004,1,10,acalgrac
307,2004,1,10,acalvirg
307,2004,2,10,acalvirg
307,2004,3,0.1,achimill
307,2004,4,10,achimill
307,2004,3,1,agalhete
307,2004,NA,100,agriparv
307,2004,2,10,agrohyem
307,2004,3,10,agrohyem
307,2004,1,0.01,ambrbide
307,2004,2,0.1,ambrbide
307,2004,3,0.1,ambrbide
307,2004,4,0.1,ambrbide
307,2004,2,10,ambrpsil
307,2004,3,1,ambrpsil
307,2004,4,10,ambrpsil
307,2004,1,10,anagmini
307,2004,1,0.1,andrgera
307,2004,2,0.1,andrgera
307,2004,3,10,andrgera
307,2004,4,0.01,andrgera
307,2004,3,0.1,andrvirg
307,2004,2,10,antenegl
307,2004,2,1,asclviri
307,2004,3,10,asclviri
307,2004,4,10,asclviri
307,2004,1,1,asteeric
307,2004,2,0.1,asteeric
307,2004,3,1,asteeric
307,2004,4,0.1,asteeric
307,2004,1,10,asteoole
307,2004,2,0.01,asteoole
307,2004,3,10,asteoole
307,2004,4,1,asteoole
307,2004,4,1,baptaust
307,2004,3,0.1,bothsacc
307,2004,1,1,bromjapo
307,2004,2,0.01,bromjapo
307,2004,3,10,bromjapo
307,2004,4,1,bromjapo
307,2004,1,10,callalca
307,2004,4,10,callalca
307,2004,2,10,careamph
307,2004,1,10,carebush
307,2004,2,10,carebush
307,2004,3,10,carebush
307,2004,4,10,carebush
307,2004,1,1,careceph
307,2004,2,10,careceph
307,2004,1,0.01,carefest
307,2004,2,10,carefest
307,2004,4,1,carefest
307,2004,2,0.1,caregrav
307,2004,3,1,caregrav
307,2004,4,10,caregrav
307,2004,1,10,chamfasc
307,2004,3,10,chamfasc
307,2004,4,10,chamfasc
307,2004,2,1,conycana
307,2004,3,1,conycana
307,2004,4,10,conycana
307,2004,2,10,cynodact
307,2004,1,10,cypeechi
307,2004,2,1,cypeechi
307,2004,3,10,cypeechi
307,2004,4,10,cypeechi
307,2004,1,10,cypelupu
307,2004,3,10,cypelupu
307,2004,4,0.1,cypelupu
307,2004,4,10,desmsess
307,2004,1,10,dichacum
307,2004,3,10,dichacum
307,2004,1,1,dicholig
307,2004,2,0.01,dicholig
307,2004,3,0.01,dicholig
307,2004,4,0.1,dicholig
307,2004,2,0.1,digicogn
307,2004,3,1,digicogn
307,2004,1,10,digisang
307,2004,2,10,digisang
307,2004,4,10,digisang
307,2004,1,10,eleomont
307,2004,2,10,eleomont
307,2004,3,0.01,eleomont
307,2004,3,10,elymcana
307,2004,4,10,elymcana
307,2004,2,1,eragspec
307,2004,3,0.1,eragspec
307,2004,4,0.1,eragspec
307,2004,2,1,erigstri
307,2004,3,1,erigstri
307,2004,4,1,erigstri
307,2004,1,10,fimbpube
307,2004,2,10,fimbpube
307,2004,3,0.1,fimbpube
307,2004,4,10,fimbpube
307,2004,3,10,gamopurp
307,2004,4,10,gamopurp
307,2004,3,10,geracaro
307,2004,1,10,hordpusi
307,2004,2,1,hordpusi
307,2004,3,10,hordpusi
307,2004,4,0.1,hordpusi
307,2004,4,10,hypedrum
307,2004,1,1,juncinte
307,2004,2,10,juncinte
307,2004,3,0.1,juncinte
307,2004,4,10,juncinte
307,2004,1,10,juncmarg
307,2004,3,10,juncmarg
307,2004,4,10,juncmarg
307,2004,3,10,junctorr
307,2004,1,10,kummstip
307,2004,2,10,kummstip
307,2004,3,10,kummstip
307,2004,4,0.1,kummstip
307,2004,1,10,kummstri
307,2004,2,10,kummstri
307,2004,4,10,kummstri
307,2004,3,10,melioffi
307,2004,1,10,oxaldill
307,2004,2,0.1,oxaldill
307,2004,3,1,oxaldill
307,2004,4,10,oxaldill
307,2004,1,0.1,oxalviol
307,2004,2,1,oxalviol
307,2004,4,10,oxalviol
307,2004,1,0.01,paniance
307,2004,2,1,paniance
307,2004,4,1,paniance
307,2004,1,10,panivirg
307,2004,2,0.1,panivirg
307,2004,3,10,panivirg
307,2004,4,0.1,panivirg
307,2004,1,1,paspseta
307,2004,2,10,paspseta
307,2004,4,1,paspseta
307,2004,3,10,planaris
307,2004,4,10,planaris
307,2004,1,10,planvirg
307,2004,2,1,planvirg
307,2004,1,10,poaprate
307,2004,2,10,poaprate
307,2004,1,0.1,polyvert
307,2004,NA,100,psortenu
307,2004,2,10,raticolu
307,2004,1,10,rudbhirt
307,2004,2,0.1,rudbhirt
307,2004,3,0.1,rudbhirt
307,2004,4,1,rudbhirt
307,2004,1,0.01,ruelhumi
307,2004,2,0.1,ruelhumi
307,2004,3,0.1,ruelhumi
307,2004,4,1,ruelhumi
307,2004,4,1,rumecris
307,2004,2,10,sabacamp
307,2004,3,10,sabacamp
307,2004,NA,100,saniodor
307,2004,1,10,schiscop
307,2004,2,10,schiscop
307,2004,3,10,schiscop
307,2004,4,10,schiscop
307,2004,3,10,scutparv
307,2004,2,10,setaparv
307,2004,3,1,setaparv
307,2004,4,10,setaparv
307,2004,1,1,sorgnuta
307,2004,2,0.1,sorgnuta
307,2004,3,10,sorgnuta
307,2004,4,10,sorgnuta
307,2004,NA,100,spheobtu
307,2004,3,10,unknspir
307,2004,1,0.1,sporcomp
307,2004,2,1,sporcomp
307,2004,3,0.01,sporcomp
307,2004,4,10,sporcomp
307,2004,2,1,stroleio
307,2004,3,10,toriarve
307,2004,1,10,tridflav
307,2004,2,0.1,tridflav
307,2004,3,10,tridflav
307,2004,4,1,tridflav
307,2004,NA,100,valeradi
307,2004,NA,100,vernbald
307,2004,1,10,veroarve
307,2004,2,10,veroarve
307,2004,4,10,veroarve
307,2004,2,1,vulpocto
308,2004,1,0.1,acalvirg
308,2004,2,10,acalvirg
308,2004,3,1,acalvirg
308,2004,4,10,acalvirg
308,2004,1,10,ambrarte
308,2004,2,1,ambrarte
308,2004,3,1,ambrarte
308,2004,4,10,ambrarte
308,2004,1,0.1,ambrpsil
308,2004,2,0.1,ambrpsil
308,2004,3,1,ambrpsil
308,2004,4,0.01,ambrpsil
308,2004,1,0.01,andrgera
308,2004,2,0.01,andrgera
308,2004,3,0.01,andrgera
308,2004,4,0.1,andrgera
308,2004,4,10,andrvirg
308,2004,1,0.1,arteludo
308,2004,3,10,arteludo
308,2004,4,0.1,arteludo
308,2004,NA,100,ascltube
308,2004,1,10,asclviri
308,2004,2,1,asclviri
308,2004,4,10,asclviri
308,2004,1,1,asteeric
308,2004,2,1,asteeric
308,2004,3,0.01,asteeric
308,2004,4,0.1,asteeric
308,2004,2,10,baptaust
308,2004,NA,100,baptbrac
308,2004,2,10,bothsacc
308,2004,1,10,briceupa
308,2004,3,10,briceupa
308,2004,3,10,callalca
308,2004,2,10,careceph
308,2004,3,0.1,careceph
308,2004,4,10,careceph
308,2004,1,0.1,carefest
308,2004,3,0.01,carefest
308,2004,2,10,caremicr
308,2004,3,10,caremicr
308,2004,4,10,caremicr
308,2004,1,10,chamnuta
308,2004,2,10,chamnuta
308,2004,3,1,chamnuta
308,2004,4,10,chamnuta
308,2004,NA,100,cirsalti
308,2004,4,0.01,crotmona
308,2004,2,10,cuscpent
308,2004,4,10,cuscpent
308,2004,3,10,delpcaro
308,2004,NA,100,desmlept
308,2004,1,10,desmills
308,2004,1,1,dicholig
308,2004,2,0.1,dicholig
308,2004,3,1,dicholig
308,2004,4,10,dicholig
308,2004,1,10,elymcana
308,2004,2,0.1,elymcana
308,2004,4,10,elymcana
308,2004,2,1,elymvirg
308,2004,3,1,elymvirg
308,2004,4,1,elymvirg
308,2004,1,10,eragspec
308,2004,1,1,eupaalti
308,2004,1,1,euphdent
308,2004,2,1,euphdent
308,2004,3,10,euphdent
308,2004,4,10,euphdent
308,2004,3,10,grinlanc
308,2004,1,10,helihirs
308,2004,2,0.1,helihirs
308,2004,3,1,helihirs
308,2004,1,10,kummstip
308,2004,2,10,kummstip
308,2004,3,10,kummstip
308,2004,4,10,kummstip
308,2004,1,0.1,lespproc
308,2004,2,0.01,lespproc
308,2004,3,0.01,lespproc
308,2004,4,0.1,lespproc
308,2004,4,1,medilupu
308,2004,1,1,miraalbi
308,2004,1,10,monafist
308,2004,4,10,monafist
308,2004,1,10,oenospec
308,2004,3,0.1,oenospec
308,2004,1,10,oxaldill
308,2004,2,10,oxaldill
308,2004,3,10,oxaldill
308,2004,4,10,oxaldill
308,2004,1,10,panivirg
308,2004,2,0.01,panivirg
308,2004,3,1,panivirg
308,2004,4,0.01,panivirg
308,2004,1,10,physpumi
308,2004,4,1,physpumi
308,2004,1,10,physvirg
308,2004,2,1,physvirg
308,2004,3,1,physvirg
308,2004,4,0.1,physvirg
308,2004,1,0.1,psortenu
308,2004,2,1,psortenu
308,2004,3,1,psortenu
308,2004,4,0.1,psortenu
308,2004,4,10,raticolu
308,2004,1,0.1,ruelhumi
308,2004,2,10,ruelhumi
308,2004,3,0.01,ruelhumi
308,2004,4,0.1,ruelhumi
308,2004,1,0.1,salvazur
308,2004,2,10,salvazur
308,2004,3,10,salvazur
308,2004,4,1,salvazur
308,2004,1,1,schiscop
308,2004,2,10,schiscop
308,2004,3,1,schiscop
308,2004,4,1,schiscop
308,2004,1,1,setaparv
308,2004,1,10,solacaro
308,2004,3,1,solacaro
308,2004,1,10,solicana
308,2004,2,10,solicana
308,2004,3,0.01,solicana
308,2004,4,1,solicana
308,2004,1,0.1,sorgnuta
308,2004,2,0.01,sorgnuta
308,2004,3,0.01,sorgnuta
308,2004,4,0.01,sorgnuta
308,2004,1,0.1,sporcomp
308,2004,2,0.1,sporcomp
308,2004,3,0.01,sporcomp
308,2004,2,1,stroleio
308,2004,3,10,stroleio
308,2004,4,1,stroleio
308,2004,1,0.1,symporbi
308,2004,2,10,symporbi
308,2004,3,10,symporbi
308,2004,4,10,symporbi
308,2004,NA,100,tripdact
308,2004,3,10,vernarka
308,2004,1,1,vernbald
308,2004,2,0.1,vernbald
308,2004,3,1,vernbald
308,2004,4,0.1,vernbald
308,2004,2,10,violsoro
309,2004,1,1,acalgrac
309,2004,2,0.1,acalgrac
309,2004,3,10,acalgrac
309,2004,4,0.1,acalgrac
309,2004,3,10,acalvirg
309,2004,1,10,achimill
309,2004,3,10,achimill
309,2004,1,10,agalhete
309,2004,1,1,ambrbide
309,2004,3,1,ambrbide
309,2004,1,0.1,ambrpsil
309,2004,2,0.1,ambrpsil
309,2004,3,0.1,ambrpsil
309,2004,4,0.1,ambrpsil
309,2004,1,10,amorcane
309,2004,2,10,amorcane
309,2004,3,10,amorcane
309,2004,4,10,amorcane
309,2004,1,10,andrgera
309,2004,2,0.1,andrgera
309,2004,3,1,andrgera
309,2004,4,0.01,andrgera
309,2004,1,10,andrvirg
309,2004,2,1,andrvirg
309,2004,3,10,andrvirg
309,2004,4,1,andrvirg
309,2004,NA,100,antenegl
309,2004,1,10,asclvert
309,2004,2,10,asclvert
309,2004,3,10,asclvert
309,2004,1,1,asclviri
309,2004,2,1,asclviri
309,2004,3,10,asclviri
309,2004,4,1,asclviri
309,2004,1,1,asteeric
309,2004,2,0.1,asteeric
309,2004,3,10,asteeric
309,2004,4,10,asteeric
309,2004,NA,100,baptalba
309,2004,3,1,carebush
309,2004,1,0.01,carefest
309,2004,1,10,caregrav
309,2004,2,10,caregrav
309,2004,3,0.1,caregrav
309,2004,4,0.1,caregrav
309,2004,2,1,chamfasc
309,2004,3,1,chamfasc
309,2004,4,10,chamfasc
309,2004,1,1,chamnuta
309,2004,2,1,chamnuta
309,2004,3,1,chamnuta
309,2004,2,10,coregran
309,2004,3,10,coregran
309,2004,1,10,crotmona
309,2004,2,1,crotmona
309,2004,4,10,crotmona
309,2004,1,10,cuscpent
309,2004,2,10,cypeechi
309,2004,4,10,cypeechi
309,2004,1,10,cypelupu
309,2004,2,10,cypelupu
309,2004,3,10,cypelupu
309,2004,4,10,cypelupu
309,2004,NA,100,dalecand
309,2004,1,1,dichacum
309,2004,2,1,dichacum
309,2004,3,10,dichacum
309,2004,4,1,dichacum
309,2004,1,0.1,dicholig
309,2004,2,1,dicholig
309,2004,3,1,dicholig
309,2004,4,0.01,dicholig
309,2004,1,10,dichspha
309,2004,3,10,dichspha
309,2004,1,0.1,digicogn
309,2004,2,0.1,digicogn
309,2004,4,1,digicogn
309,2004,1,0.1,diodtere
309,2004,2,1,diodtere
309,2004,1,1,eleomont
309,2004,2,10,elymvirg
309,2004,1,0.01,eragspec
309,2004,2,0.01,eragspec
309,2004,3,10,eragspec
309,2004,4,0.01,eragspec
309,2004,1,10,erigstri
309,2004,2,1,erigstri
309,2004,3,1,erigstri
309,2004,NA,100,eupaalti
309,2004,1,1,euthgymn
309,2004,2,10,euthgymn
309,2004,3,1,euthgymn
309,2004,4,10,euthgymn
309,2004,1,0.1,fimbpube
309,2004,2,10,fimbpube
309,2004,3,1,fimbpube
309,2004,4,10,fimbpube
309,2004,2,10,hedehisp
309,2004,1,1,houspusi
309,2004,2,10,houspusi
309,2004,1,1,hypedrum
309,2004,2,1,hypedrum
309,2004,1,10,juncinte
309,2004,2,1,juncinte
309,2004,3,10,juncinte
309,2004,4,10,juncinte
309,2004,2,10,junctorr
309,2004,2,10,krigcesp
309,2004,2,10,kummstri
309,2004,4,1,kummstri
309,2004,4,10,lespproc
309,2004,2,1,lespvirg
309,2004,3,10,lespvirg
309,2004,4,10,lespvirg
309,2004,4,10,linusulc
309,2004,1,0.1,mimoquad
309,2004,2,10,mimoquad
309,2004,3,1,mimoquad
309,2004,4,10,mimoquad
309,2004,1,10,oxaldill
309,2004,2,1,oxaldill
309,2004,4,10,oxaldill
309,2004,1,0.1,panivirg
309,2004,2,0.1,panivirg
309,2004,3,1,panivirg
309,2004,4,0.1,panivirg
309,2004,2,10,paspseta
309,2004,3,10,paspseta
309,2004,1,10,penstubi
309,2004,2,1,penstubi
309,2004,3,1,physpumi
309,2004,4,10,physvirg
309,2004,1,10,planvirg
309,2004,2,10,planvirg
309,2004,2,10,polyinca
309,2004,1,0.1,polyvert
309,2004,2,1,polyvert
309,2004,3,0.01,polyvert
309,2004,4,1,polyvert
309,2004,1,10,psortenu
309,2004,2,1,psortenu
309,2004,3,1,psortenu
309,2004,4,1,psortenu
309,2004,1,10,rubuostr
309,2004,2,10,rubuostr
309,2004,3,1,rubuostr
309,2004,4,10,rubuostr
309,2004,1,0.1,ruelhumi
309,2004,2,1,ruelhumi
309,2004,3,0.1,ruelhumi
309,2004,4,1,ruelhumi
309,2004,1,1,sabacamp
309,2004,4,1,salvazur
309,2004,1,0.1,schiscop
309,2004,2,1,schiscop
309,2004,3,0.01,schiscop
309,2004,4,0.01,schiscop
309,2004,4,10,solacaro
309,2004,3,1,solicana
309,2004,1,0.1,solirigi
309,2004,2,1,solirigi
309,2004,3,1,solirigi
309,2004,4,1,solirigi
309,2004,1,0.01,sorgnuta
309,2004,2,0.1,sorgnuta
309,2004,3,0.01,sorgnuta
309,2004,4,0.1,sorgnuta
309,2004,1,1,unknspir
309,2004,2,10,unknspir
309,2004,1,0.01,sporcomp
309,2004,2,0.01,sporcomp
309,2004,3,10,sporcomp
309,2004,4,0.1,sporcomp
309,2004,1,0.01,stroleio
309,2004,2,1,stroleio
309,2004,3,1,stroleio
309,2004,4,0.01,stroleio
309,2004,1,1,stylbifl
309,2004,2,0.1,stylbifl
309,2004,3,10,unast309
309,2004,3,10,unsol309
309,2004,3,10,vernbald
317,2004,1,10,acalgrac
317,2004,2,1,acalgrac
317,2004,4,0.01,acalgrac
317,2004,1,10,acalvirg
317,2004,2,0.01,acalvirg
317,2004,3,1,acalvirg
317,2004,4,10,acalvirg
317,2004,2,1,agalhete
317,2004,3,1,agalhete
317,2004,4,1,agalhete
317,2004,NA,100,agriparv
317,2004,2,10,agrohyem
317,2004,4,1,agrohyem
317,2004,1,0.1,ambrarte
317,2004,2,1,ambrarte
317,2004,3,10,ambrarte
317,2004,1,1,ambrbide
317,2004,2,0.01,ambrbide
317,2004,3,10,ambrbide
317,2004,4,0.01,ambrbide
317,2004,1,0.1,ambrpsil
317,2004,2,0.01,ambrpsil
317,2004,3,0.1,ambrpsil
317,2004,4,0.1,ambrpsil
317,2004,1,10,amorcane
317,2004,2,10,amorcane
317,2004,3,10,amorcane
317,2004,4,10,amorcane
317,2004,4,0.1,amphdrac
317,2004,4,10,anagmini
317,2004,1,0.1,andrgera
317,2004,2,0.01,andrgera
317,2004,3,1,andrgera
317,2004,4,0.1,andrgera
317,2004,4,1,andrvirg
317,2004,NA,100,arnoplan
317,2004,2,10,asclviri
317,2004,3,10,asclviri
317,2004,4,1,asclviri
317,2004,1,0.1,asteeric
317,2004,2,1,asteeric
317,2004,3,0.01,asteeric
317,2004,4,1,asteeric
317,2004,1,10,bromjapo
317,2004,2,10,bromjapo
317,2004,3,10,bromjapo
317,2004,4,1,bromjapo
317,2004,1,10,callalca
317,2004,4,1,callalca
317,2004,2,10,carebush
317,2004,3,1,carebush
317,2004,4,0.1,carebush
317,2004,2,10,careceph
317,2004,1,10,carefest
317,2004,2,1,carefest
317,2004,3,10,carefest
317,2004,4,0.1,carefest
317,2004,1,1,caremicr
317,2004,2,0.01,caremicr
317,2004,3,10,caremicr
317,2004,4,1,caremicr
317,2004,1,1,cerafont
317,2004,1,0.1,chamfasc
317,2004,2,1,chamfasc
317,2004,3,10,chamfasc
317,2004,4,0.01,chamfasc
317,2004,1,10,chamnuta
317,2004,2,10,chamnuta
317,2004,2,10,cirsalti
317,2004,1,0.01,conycana
317,2004,2,0.1,conycana
317,2004,4,10,coregran
317,2004,NA,100,cuscpent
317,2004,2,1,cypeechi
317,2004,2,10,cypelupu
317,2004,1,0.01,cypeseti
317,2004,3,10,cypeseti
317,2004,4,10,cypeseti
