plot,year,corner,scale,spcode
259,2001,1,0.1,hordpusi
259,2001,2,10,hordpusi
259,2001,4,10,hordpusi
259,2001,1,1,kummstip
259,2001,2,1,kummstip
259,2001,3,0.01,kummstip
259,2001,4,0.1,kummstip
259,2001,4,10,kummstri
259,2001,3,10,lepivirg
259,2001,1,10,lespproc
259,2001,1,1,lithinci
259,2001,2,10,lomafoen
259,2001,3,1,medilupu
259,2001,4,0.01,medilupu
259,2001,1,10,mimoquad
259,2001,1,1,oxaldill
259,2001,2,0.1,oxaldill
259,2001,3,0.01,oxaldill
259,2001,4,10,oxaldill
259,2001,1,10,oxalviol
259,2001,2,1,oxalviol
259,2001,3,10,oxalviol
259,2001,1,10,panivirg
259,2001,2,1,panivirg
259,2001,3,0.1,panivirg
259,2001,4,10,panivirg
259,2001,1,10,paspseta
259,2001,2,10,paspseta
259,2001,4,10,paspseta
259,2001,1,10,physpumi
259,2001,4,0.1,physpumi
259,2001,NA,100,physvirg
259,2001,1,10,planvirg
259,2001,2,10,planvirg
259,2001,3,0.1,planvirg
259,2001,4,1,planvirg
259,2001,4,0.1,poaprate
259,2001,4,10,polyvert
259,2001,1,10,psortenu
259,2001,2,10,psortenu
259,2001,3,10,psortenu
259,2001,1,10,pyrrcaro
259,2001,1,10,raticolu
259,2001,2,1,raticolu
259,2001,4,10,raticolu
259,2001,3,10,ruelhumi
259,2001,4,10,ruelhumi
259,2001,4,10,salvazur
259,2001,1,0.01,schiscop
259,2001,2,10,schiscop
259,2001,4,1,schiscop
259,2001,2,10,setaparv
259,2001,1,10,sileanti
259,2001,3,10,solarost
259,2001,4,10,solarost
259,2001,2,10,solirigi
259,2001,1,10,sorgnuta
259,2001,2,1,sorgnuta
259,2001,3,10,sorgnuta
259,2001,4,0.1,sorgnuta
259,2001,1,10,sporcomp
259,2001,2,0.1,sporcomp
259,2001,3,0.01,sporcomp
259,2001,4,1,sporcomp
259,2001,1,1,stroleio
259,2001,2,1,stroleio
259,2001,3,0.1,stroleio
259,2001,4,0.1,stroleio
259,2001,1,1,tragbeto
259,2001,2,1,tragbeto
259,2001,1,10,trioperf
259,2001,2,1,vernarka
259,2001,NA,100,vernbald
303,2001,1,1,acalgrac
303,2001,2,10,acalgrac
303,2001,4,10,acalgrac
303,2001,1,1,acalvirg
303,2001,2,0.1,acalvirg
303,2001,4,0.1,acalvirg
303,2001,1,10,achimill
303,2001,2,10,achimill
303,2001,3,1,achimill
303,2001,4,1,achimill
303,2001,1,1,agrohyem
303,2001,2,1,agrohyem
303,2001,3,1,agrohyem
303,2001,4,10,agrohyem
303,2001,NA,100,ambrarte
303,2001,1,10,ambrbide
303,2001,2,10,ambrbide
303,2001,3,10,ambrbide
303,2001,4,1,ambrbide
303,2001,1,1,ambrpsil
303,2001,2,0.01,ambrpsil
303,2001,3,0.01,ambrpsil
303,2001,4,0.01,ambrpsil
303,2001,2,10,amorcane
303,2001,1,0.1,andrgera
303,2001,2,0.01,andrgera
303,2001,3,0.01,andrgera
303,2001,4,0.01,andrgera
303,2001,1,10,antenegl
303,2001,2,10,antenegl
303,2001,3,10,antenegl
303,2001,4,10,antenegl
303,2001,1,1,apoccann
303,2001,3,10,arteludo
303,2001,1,1,asclviri
303,2001,2,1,asclviri
303,2001,3,10,asclviri
303,2001,4,10,asclviri
303,2001,1,1,asteeric
303,2001,2,1,asteeric
303,2001,3,1,asteeric
303,2001,4,0.1,asteeric
303,2001,1,0.1,asteoole
303,2001,2,0.01,asteoole
303,2001,3,10,asteoole
303,2001,4,0.1,asteoole
303,2001,1,1,astepate
303,2001,2,0.01,astepate
303,2001,3,1,astepate
303,2001,4,1,astepate
303,2001,NA,100,astepilo
303,2001,NA,100,asteprae
303,2001,2,10,baptbrac
303,2001,3,10,baptbrac
303,2001,4,10,baptbrac
303,2001,1,10,briceupa
303,2001,2,10,briceupa
303,2001,3,10,briceupa
303,2001,2,10,callalca
303,2001,4,10,callalca
303,2001,3,10,careamph
303,2001,4,10,carebush
303,2001,NA,100,careceph
303,2001,1,10,carefest
303,2001,2,10,carefest
303,2001,3,10,carefest
303,2001,4,10,carefest
303,2001,1,1,caregrav
303,2001,4,10,caregrav
303,2001,1,10,cerafont
303,2001,2,10,cerafont
303,2001,4,10,cerafont
303,2001,1,10,chamfasc
303,2001,3,10,chamfasc
303,2001,4,10,chamfasc
303,2001,1,10,cirsalti
303,2001,2,1,cirsalti
303,2001,1,10,conycana
303,2001,2,10,conycana
303,2001,4,1,crotglan
303,2001,4,10,cuscpent
303,2001,1,10,cypelupu
303,2001,4,10,dalecand
303,2001,NA,100,desmills
303,2001,1,1,desmsess
303,2001,2,10,desmsess
303,2001,3,10,desmsess
303,2001,1,10,dichacum
303,2001,2,0.1,dichacum
303,2001,4,0.1,dichacum
303,2001,1,0.1,dicholig
303,2001,2,0.01,dicholig
303,2001,3,1,dicholig
303,2001,4,0.1,dicholig
303,2001,4,1,dichspha
303,2001,1,10,digicogn
303,2001,2,1,digicogn
303,2001,3,10,digicogn
303,2001,4,10,digicogn
303,2001,1,0.1,elymvirg
303,2001,2,10,elymvirg
303,2001,3,10,elymvirg
303,2001,4,10,elymvirg
303,2001,1,1,eragspec
303,2001,2,0.1,eragspec
303,2001,3,10,eragspec
303,2001,4,0.01,eragspec
303,2001,1,10,erigstri
303,2001,2,10,erigstri
303,2001,3,0.1,erigstri
303,2001,4,1,erigstri
303,2001,4,10,euphspat
303,2001,3,1,euthgymn
303,2001,1,10,fimbpube
303,2001,2,0.01,fimbpube
303,2001,3,1,fimbpube
303,2001,4,1,fimbpube
303,2001,1,0.1,fragvirg
303,2001,2,0.1,fragvirg
303,2001,3,0.01,fragvirg
303,2001,4,1,fragvirg
303,2001,1,10,gamopurp
303,2001,4,10,gamopurp
303,2001,1,10,unkngaur
303,2001,2,10,unkngaur
303,2001,4,10,unkngaur
303,2001,3,10,geracaro
303,2001,3,10,helimoll
303,2001,4,10,helimoll
303,2001,2,10,hierlong
303,2001,3,1,hierlong
303,2001,2,10,koelmacr
303,2001,3,10,koelmacr
303,2001,1,1,kummstip
303,2001,2,1,kummstip
303,2001,3,10,kummstip
303,2001,4,1,kummstip
303,2001,1,10,kummstri
303,2001,2,0.1,kummstri
303,2001,3,1,kummstri
303,2001,4,1,kummstri
303,2001,4,10,lepivirg
303,2001,2,1,lespcune
303,2001,NA,100,lespproc
303,2001,3,10,lespvirg
303,2001,4,1,lespvirg
303,2001,1,10,linusulc
303,2001,2,0.01,linusulc
303,2001,3,1,linusulc
303,2001,4,1,linusulc
303,2001,1,10,lithinci
303,2001,2,10,lithinci
303,2001,4,10,lithinci
303,2001,2,10,mimoquad
303,2001,3,10,mimoquad
303,2001,4,10,mimoquad
303,2001,1,0.1,monafist
303,2001,2,0.1,monafist
303,2001,3,0.1,monafist
303,2001,4,0.1,monafist
303,2001,NA,100,nemagemi
303,2001,1,10,oxaldill
303,2001,2,10,oxaldill
303,2001,3,10,oxaldill
303,2001,4,0.1,oxaldill
303,2001,3,1,oxalviol
303,2001,2,10,panivirg
303,2001,3,0.01,panivirg
303,2001,4,1,panivirg
303,2001,1,10,paspseta
303,2001,2,10,paspseta
303,2001,3,1,paspseta
303,2001,4,10,paspseta
303,2001,NA,100,pediescu
303,2001,3,10,physpumi
303,2001,1,1,physvirg
303,2001,2,10,physvirg
303,2001,4,10,physvirg
303,2001,1,10,planvirg
303,2001,2,10,planvirg
303,2001,1,0.01,poaprate
303,2001,2,1,poaprate
303,2001,3,10,poaprate
303,2001,4,0.01,poaprate
303,2001,4,10,polyinca
303,2001,2,1,polyvert
303,2001,3,1,polyvert
303,2001,4,1,polyvert
303,2001,1,10,psortenu
303,2001,2,10,psortenu
303,2001,3,1,psortenu
303,2001,1,10,raticolu
303,2001,2,0.1,raticolu
303,2001,3,1,raticolu
303,2001,4,10,raticolu
303,2001,1,1,rubuostr
303,2001,3,10,rubuostr
303,2001,4,10,rubuostr
303,2001,NA,100,rudbhirt
303,2001,1,1,ruelhumi
303,2001,2,0.1,ruelhumi
303,2001,3,0.1,ruelhumi
303,2001,4,1,ruelhumi
303,2001,1,10,salvazur
303,2001,2,0.01,salvazur
303,2001,3,0.01,salvazur
303,2001,4,0.1,salvazur
303,2001,1,0.01,schiscop
303,2001,2,0.01,schiscop
303,2001,3,0.01,schiscop
303,2001,4,0.01,schiscop
303,2001,3,10,scutparv
303,2001,1,10,setaparv
303,2001,2,1,setaparv
303,2001,3,10,setaparv
303,2001,1,10,sisycamp
303,2001,1,0.1,solicana
303,2001,2,10,solicana
303,2001,3,0.1,solicana
303,2001,4,1,solicana
303,2001,1,0.1,sorgnuta
303,2001,2,0.1,sorgnuta
303,2001,3,10,sorgnuta
303,2001,4,1,sorgnuta
303,2001,1,1,spheobtu
303,2001,2,10,spheobtu
303,2001,4,10,spheobtu
303,2001,1,1,sporcomp
303,2001,2,10,sporcomp
303,2001,3,0.1,sporcomp
303,2001,4,1,sporcomp
303,2001,1,1,stroleio
303,2001,2,1,stroleio
303,2001,3,1,stroleio
303,2001,4,1,stroleio
303,2001,1,1,stylbifl
303,2001,2,1,stylbifl
303,2001,3,1,stylbifl
303,2001,4,1,stylbifl
303,2001,NA,100,symporbi
303,2001,1,10,tridflav
303,2001,2,0.1,tridflav
303,2001,4,1,tridflav
303,2001,1,10,trioperf
303,2001,3,1,trioperf
303,2001,4,10,trioperf
303,2001,3,10,valeradi
303,2001,4,10,valeradi
303,2001,1,10,vernbald
303,2001,2,1,vernbald
307,2001,1,10,acalgrac
307,2001,4,10,acalgrac
307,2001,1,10,acalvirg
307,2001,2,10,acalvirg
307,2001,4,10,acalvirg
307,2001,2,10,achimill
307,2001,3,1,achimill
307,2001,4,10,achimill
307,2001,3,10,agalhete
307,2001,4,1,agalhete
307,2001,1,0.01,agrohyem
307,2001,2,0.01,agrohyem
307,2001,3,10,agrohyem
307,2001,4,0.1,agrohyem
307,2001,NA,100,ambrarte
307,2001,1,0.01,ambrbide
307,2001,2,0.01,ambrbide
307,2001,3,0.1,ambrbide
307,2001,4,0.1,ambrbide
307,2001,1,0.1,ambrpsil
307,2001,2,1,ambrpsil
307,2001,3,0.01,ambrpsil
307,2001,4,0.1,ambrpsil
307,2001,1,10,andrgera
307,2001,2,0.1,andrgera
307,2001,3,10,andrgera
307,2001,4,10,andrgera
307,2001,1,10,andrvirg
307,2001,1,1,asclviri
307,2001,2,1,asclviri
307,2001,3,0.1,asclviri
307,2001,4,10,asclviri
307,2001,1,0.1,asteeric
307,2001,2,1,asteeric
307,2001,3,10,asteeric
307,2001,4,1,asteeric
307,2001,1,1,asteoole
307,2001,2,1,asteoole
307,2001,3,1,asteoole
307,2001,4,1,asteoole
307,2001,4,10,baptaust
307,2001,2,10,bothsacc
307,2001,3,0.01,bothsacc
307,2001,4,10,bothsacc
307,2001,1,0.1,bromjapo
307,2001,2,10,bromjapo
307,2001,3,10,bromjapo
307,2001,4,10,bromjapo
307,2001,1,10,buchdact
307,2001,3,0.01,buchdact
307,2001,4,0.1,buchdact
307,2001,NA,100,careamph
307,2001,NA,100,carebush
307,2001,2,10,careceph
307,2001,1,0.1,carefest
307,2001,2,0.1,carefest
307,2001,3,1,carefest
307,2001,4,0.1,carefest
307,2001,1,10,caregrav
307,2001,2,10,caregrav
307,2001,3,10,caregrav
307,2001,4,10,caregrav
307,2001,3,10,caremicr
307,2001,1,10,cerafont
307,2001,2,0.01,cerafont
307,2001,4,10,cerafont
307,2001,1,10,chamfasc
307,2001,2,10,chamfasc
307,2001,3,1,chamfasc
307,2001,4,10,chamfasc
307,2001,1,10,chamnuta
307,2001,2,10,chamnuta
307,2001,4,10,chamnuta
307,2001,NA,100,chlovert
307,2001,1,10,cirsalti
307,2001,1,10,conycana
307,2001,2,10,conycana
307,2001,2,10,crotglan
307,2001,3,10,crotglan
307,2001,4,10,crotglan
307,2001,1,0.01,cuscpent
307,2001,3,10,cuscpent
307,2001,2,10,cynodact
307,2001,4,0.01,cynodact
307,2001,1,10,cypeechi
307,2001,2,10,cypeechi
307,2001,4,0.1,cypeechi
307,2001,1,10,cypelupu
307,2001,3,1,cypelupu
307,2001,1,10,dicholig
307,2001,2,0.01,dicholig
307,2001,3,10,dicholig
307,2001,4,1,dicholig
307,2001,NA,100,dichspha
307,2001,1,10,digicogn
307,2001,3,0.1,digicogn
307,2001,1,1,digisang
307,2001,2,0.1,digisang
307,2001,4,0.01,digisang
307,2001,2,10,diodtere
307,2001,3,10,eleomont
307,2001,4,1,eleomont
307,2001,3,1,elymcana
307,2001,NA,100,elymvirg
307,2001,2,10,eragspec
307,2001,3,10,eragspec
307,2001,4,10,eragspec
307,2001,1,1,erigstri
307,2001,2,0.01,erigstri
307,2001,3,0.01,erigstri
307,2001,4,1,erigstri
307,2001,1,10,fimbpube
307,2001,2,10,fimbpube
307,2001,4,10,fimbpube
307,2001,1,10,gamopurp
307,2001,2,0.01,gamopurp
307,2001,3,10,gamopurp
307,2001,4,10,gamopurp
307,2001,1,10,unkngaur
307,2001,1,10,geracaro
307,2001,2,10,geracaro
307,2001,4,10,geracaro
307,2001,2,10,hedehisp
307,2001,3,0.01,hedehisp
307,2001,1,1,hordpusi
307,2001,2,0.01,hordpusi
307,2001,3,0.01,hordpusi
307,2001,4,0.01,hordpusi
307,2001,1,10,houspusi
307,2001,4,10,houspusi
307,2001,3,10,hypedrum
307,2001,1,1,juncinte
307,2001,2,1,juncinte
307,2001,3,0.01,juncinte
307,2001,4,0.1,juncinte
307,2001,1,10,juncmarg
307,2001,3,1,juncmarg
307,2001,4,1,juncmarg
307,2001,NA,100,junctorr
307,2001,3,10,krigcesp
307,2001,4,1,krigcesp
307,2001,1,1,kummstip
307,2001,2,10,kummstip
307,2001,3,0.1,kummstip
307,2001,4,1,kummstip
307,2001,1,0.1,kummstri
307,2001,2,0.1,kummstri
307,2001,3,0.01,kummstri
307,2001,4,10,kummstri
307,2001,1,0.1,lepivirg
307,2001,2,10,lepivirg
307,2001,3,1,lepivirg
307,2001,4,0.1,lepivirg
307,2001,2,0.1,medilupu
307,2001,4,1,minupatu
307,2001,1,10,myosvern
307,2001,2,10,myosvern
307,2001,4,10,myosvern
307,2001,1,1,oxaldill
307,2001,2,0.01,oxaldill
307,2001,3,0.1,oxaldill
307,2001,4,0.01,oxaldill
307,2001,1,1,oxalviol
307,2001,2,1,oxalviol
307,2001,4,10,oxalviol
307,2001,1,0.01,paniance
307,2001,2,0.01,paniance
307,2001,3,1,paniance
307,2001,4,10,paniance
307,2001,1,1,panivirg
307,2001,2,0.1,panivirg
307,2001,3,10,panivirg
307,2001,4,0.1,panivirg
307,2001,1,0.01,paspseta
307,2001,2,0.01,paspseta
307,2001,3,1,paspseta
307,2001,4,1,paspseta
307,2001,2,10,phalcaro
307,2001,1,10,planaris
307,2001,2,10,planaris
307,2001,3,1,planaris
307,2001,4,10,planaris
307,2001,1,0.1,planvirg
307,2001,2,0.1,planvirg
307,2001,3,0.1,planvirg
307,2001,4,0.01,planvirg
307,2001,1,10,poaprate
307,2001,2,1,poaprate
307,2001,NA,100,polyinca
307,2001,1,0.1,polyvert
307,2001,2,0.1,polyvert
307,2001,3,0.1,polyvert
307,2001,4,0.1,polyvert
307,2001,1,10,polyavic
307,2001,NA,100,psortenu
307,2001,1,1,pyrrcaro
307,2001,4,10,pyrrcaro
307,2001,NA,100,raticolu
307,2001,1,1,rudbhirt
307,2001,2,1,rudbhirt
307,2001,3,1,rudbhirt
307,2001,4,1,rudbhirt
307,2001,1,1,ruelhumi
307,2001,2,0.1,ruelhumi
307,2001,3,0.1,ruelhumi
307,2001,4,1,ruelhumi
307,2001,2,1,rumecris
307,2001,4,1,rumecris
307,2001,3,10,sabacamp
307,2001,3,10,schepani
307,2001,1,1,schiscop
307,2001,2,10,schiscop
307,2001,3,0.1,schiscop
307,2001,4,1,schiscop
307,2001,2,0.1,scutparv
307,2001,4,10,setaparv
307,2001,4,1,sisycamp
307,2001,1,0.1,sorgnuta
307,2001,2,0.1,sorgnuta
307,2001,3,10,sorgnuta
307,2001,4,10,sorgnuta
307,2001,4,10,spheobtu
307,2001,3,10,unknspir
307,2001,1,1,sporcomp
307,2001,2,10,sporcomp
307,2001,3,0.1,sporcomp
307,2001,4,0.1,sporcomp
307,2001,1,0.1,stroleio
307,2001,2,1,stroleio
307,2001,3,1,stroleio
307,2001,4,1,stroleio
307,2001,1,10,tridflav
307,2001,2,0.1,tridflav
307,2001,4,10,tridflav
307,2001,1,10,trioperf
307,2001,2,0.01,trioperf
307,2001,4,10,trioperf
307,2001,1,10,valeradi
307,2001,3,10,valeradi
307,2001,4,10,valeradi
307,2001,NA,100,vernbald
307,2001,1,10,veroarve
307,2001,2,1,veroarve
307,2001,4,1,veroarve
307,2001,1,10,vulpocto
307,2001,2,1,vulpocto
307,2001,3,1,vulpocto
307,2001,4,1,vulpocto
308,2001,1,0.1,acalvirg
308,2001,2,0.1,acalvirg
308,2001,3,10,acalvirg
308,2001,4,10,acalvirg
308,2001,NA,100,achimill
308,2001,4,10,ambrarte
308,2001,1,0.1,ambrpsil
308,2001,2,0.1,ambrpsil
308,2001,3,1,ambrpsil
308,2001,4,1,ambrpsil
308,2001,1,0.01,andrgera
308,2001,2,0.1,andrgera
308,2001,3,0.01,andrgera
308,2001,4,0.01,andrgera
308,2001,3,10,arteludo
308,2001,4,10,arteludo
308,2001,NA,100,ascltube
308,2001,1,10,asclviri
308,2001,2,1,asclviri
308,2001,3,10,asclviri
308,2001,4,10,asclviri
308,2001,1,0.01,asteeric
308,2001,2,1,asteeric
308,2001,3,0.1,asteeric
308,2001,4,0.1,asteeric
308,2001,2,10,baptaust
308,2001,NA,100,baptbrac
308,2001,2,10,bothsacc
308,2001,2,0.1,boutcurt
308,2001,1,10,briceupa
308,2001,1,10,careceph
308,2001,2,10,careceph
308,2001,4,10,careceph
308,2001,1,1,carefest
308,2001,2,10,carefest
308,2001,4,10,carefest
308,2001,1,10,caremicr
308,2001,3,10,caremicr
308,2001,4,1,caremicr
308,2001,1,10,chamnuta
308,2001,2,1,chamnuta
308,2001,3,1,chamnuta
308,2001,1,10,crotmona
308,2001,2,10,crotmona
308,2001,3,1,crotmona
308,2001,4,0.1,crotmona
308,2001,1,0.01,cuscpent
308,2001,2,1,cuscpent
308,2001,3,1,cuscpent
308,2001,4,0.1,cuscpent
308,2001,NA,100,dalecand
308,2001,NA,100,delpcaro
308,2001,NA,100,desmlept
308,2001,1,10,desmills
308,2001,4,1,desmills
308,2001,1,1,dicholig
308,2001,2,0.1,dicholig
308,2001,3,1,dicholig
308,2001,4,0.1,dicholig
308,2001,1,10,elymcana
308,2001,3,10,elymcana
308,2001,4,10,elymcana
308,2001,2,1,elymvirg
308,2001,3,1,elymvirg
308,2001,4,10,eragspec
308,2001,1,10,eupaalti
308,2001,2,10,eupaalti
308,2001,3,10,eupaalti
308,2001,1,10,euphdent
308,2001,2,10,euphdent
308,2001,4,10,euphdent
308,2001,2,10,grinlanc
308,2001,3,1,grinlanc
308,2001,2,0.01,helihirs
308,2001,3,1,helihirs
308,2001,1,10,kummstip
308,2001,2,10,kummstip
308,2001,4,1,kummstip
308,2001,1,0.1,lespproc
308,2001,2,0.1,lespproc
308,2001,3,0.01,lespproc
308,2001,4,0.1,lespproc
308,2001,1,1,medilupu
308,2001,2,10,medilupu
308,2001,4,0.1,medilupu
308,2001,3,0.1,melioffi
308,2001,1,10,miraalbi
308,2001,4,10,miraalbi
308,2001,1,10,monafist
308,2001,2,10,monafist
308,2001,4,1,monafist
308,2001,1,1,nothbiva
308,2001,1,1,oxaldill
308,2001,2,1,oxaldill
308,2001,3,10,oxaldill
308,2001,4,1,oxaldill
308,2001,4,10,oxalviol
308,2001,1,10,panivirg
308,2001,2,0.1,panivirg
308,2001,3,1,panivirg
308,2001,4,10,panivirg
308,2001,1,10,physpumi
308,2001,2,0.1,physpumi
308,2001,3,1,physpumi
308,2001,4,1,physpumi
308,2001,1,0.1,physvirg
308,2001,2,1,physvirg
308,2001,3,1,physvirg
308,2001,4,0.01,physvirg
308,2001,1,0.1,poaprate
308,2001,4,10,poaprate
308,2001,1,1,psortenu
308,2001,2,1,psortenu
308,2001,3,0.01,psortenu
308,2001,4,1,psortenu
308,2001,4,10,raticolu
308,2001,1,0.1,ruelhumi
308,2001,2,10,ruelhumi
308,2001,3,0.01,ruelhumi
308,2001,4,0.1,ruelhumi
308,2001,1,0.1,salvazur
308,2001,2,10,salvazur
308,2001,3,10,salvazur
308,2001,4,1,salvazur
308,2001,1,10,schiscop
308,2001,2,0.1,schiscop
308,2001,3,0.01,schiscop
308,2001,4,1,schiscop
308,2001,1,1,setaparv
308,2001,3,0.1,setaparv
308,2001,4,1,setaparv
308,2001,1,10,solacaro
308,2001,2,10,solacaro
308,2001,3,10,solacaro
308,2001,4,10,solacaro
308,2001,1,1,solicana
308,2001,2,10,solicana
308,2001,3,0.1,solicana
308,2001,4,0.01,solicana
308,2001,1,0.1,sorgnuta
308,2001,2,0.01,sorgnuta
308,2001,3,0.01,sorgnuta
308,2001,4,0.1,sorgnuta
308,2001,1,0.01,sporcomp
308,2001,2,1,sporcomp
308,2001,3,1,sporcomp
308,2001,4,0.1,sporcomp
308,2001,1,10,stroleio
308,2001,2,1,stroleio
308,2001,3,1,stroleio
308,2001,4,1,stroleio
308,2001,1,0.1,symporbi
308,2001,2,10,symporbi
308,2001,3,10,symporbi
308,2001,4,10,symporbi
308,2001,1,1,tragbeto
308,2001,NA,100,tridflav
308,2001,1,1,vernbald
308,2001,2,1,vernbald
308,2001,3,0.1,vernbald
308,2001,4,0.1,vernbald
309,2001,1,0.1,acalgrac
309,2001,2,1,acalgrac
309,2001,4,0.1,acalgrac
309,2001,3,0.1,acalvirg
309,2001,4,10,acalvirg
309,2001,1,1,achimill
309,2001,2,10,achimill
309,2001,3,1,achimill
309,2001,2,1,agroelli
309,2001,4,10,agrohyem
309,2001,1,0.1,ambrbide
309,2001,2,10,ambrbide
309,2001,1,1,ambrpsil
309,2001,2,0.01,ambrpsil
309,2001,3,0.01,ambrpsil
309,2001,4,1,ambrpsil
309,2001,1,10,amorcane
309,2001,2,10,amorcane
309,2001,3,1,amorcane
309,2001,4,10,amorcane
309,2001,1,10,amphdrac
309,2001,2,10,amphdrac
309,2001,1,10,andrgera
309,2001,2,0.1,andrgera
309,2001,3,0.01,andrgera
309,2001,4,0.01,andrgera
309,2001,NA,100,antenegl
309,2001,NA,100,arteludo
309,2001,2,10,asclsten
309,2001,1,10,asclvert
309,2001,2,10,asclvert
309,2001,1,1,asclviri
309,2001,2,1,asclviri
309,2001,3,1,asclviri
309,2001,4,1,asclviri
309,2001,1,1,asteeric
309,2001,2,0.1,asteeric
309,2001,3,1,asteeric
309,2001,4,10,asteeric
309,2001,4,10,baptalba
309,2001,2,10,bothsacc
309,2001,3,1,briceupa
309,2001,1,10,buchdact
309,2001,2,0.1,buchdact
309,2001,1,10,careamph
309,2001,2,10,careamph
309,2001,3,1,careamph
309,2001,4,0.1,careamph
309,2001,3,10,carebush
309,2001,4,10,carebush
309,2001,NA,100,careceph
309,2001,1,0.01,carefest
309,2001,2,0.1,carefest
309,2001,4,1,carefest
309,2001,1,1,chamfasc
309,2001,2,10,chamfasc
309,2001,3,1,chamfasc
309,2001,4,1,chamfasc
309,2001,2,10,chamnuta
309,2001,3,0.01,chamnuta
309,2001,1,10,coregran
309,2001,3,1,coregran
309,2001,1,1,crotmona
309,2001,2,1,crotmona
309,2001,3,1,crotmona
309,2001,4,1,crotmona
309,2001,1,10,cuscpent
309,2001,2,10,cuscpent
309,2001,3,10,cuscpent
309,2001,4,0.1,cuscpent
309,2001,4,10,cypelupu
309,2001,1,1,dichacum
309,2001,2,0.1,dichacum
309,2001,3,10,dichacum
309,2001,4,1,dichacum
309,2001,1,0.01,dicholig
309,2001,2,10,dicholig
309,2001,3,0.1,dicholig
309,2001,4,0.01,dicholig
309,2001,1,10,digicogn
309,2001,2,0.1,digicogn
309,2001,4,0.01,digicogn
309,2001,2,10,digisang
309,2001,1,10,diodtere
309,2001,1,10,eleomont
309,2001,4,10,eleomont
309,2001,NA,100,elymvirg
309,2001,1,0.1,eragspec
309,2001,2,10,eragspec
309,2001,3,1,eragspec
309,2001,4,0.1,eragspec
309,2001,1,1,erigstri
309,2001,2,1,erigstri
309,2001,3,0.01,erigstri
309,2001,4,10,erigstri
309,2001,4,10,eupaalti
309,2001,1,1,euthgymn
309,2001,2,10,euthgymn
309,2001,3,10,euthgymn
309,2001,4,10,euthgymn
309,2001,1,0.01,fimbpube
309,2001,2,0.01,fimbpube
309,2001,3,10,fimbpube
309,2001,4,10,fimbpube
309,2001,1,10,gamopurp
309,2001,2,10,gamopurp
309,2001,1,10,hedehisp
309,2001,1,10,hypedrum
309,2001,2,1,hypedrum
309,2001,4,10,hypedrum
309,2001,1,1,juncinte
309,2001,2,0.1,juncinte
309,2001,3,10,juncinte
309,2001,4,10,juncinte
309,2001,1,10,juncmarg
309,2001,2,10,junctorr
309,2001,1,10,krigcesp
309,2001,2,10,krigcesp
309,2001,1,10,kummstip
309,2001,2,1,kummstip
309,2001,4,10,kummstip
309,2001,3,0.1,kummstri
309,2001,4,1,kummstri
309,2001,NA,100,lepivirg
309,2001,4,10,lespproc
309,2001,4,10,lespvirg
309,2001,4,1,linusulc
309,2001,1,1,mimoquad
309,2001,2,10,mimoquad
309,2001,3,1,mimoquad
309,2001,4,10,mimoquad
309,2001,1,10,nothbiva
309,2001,2,10,nothbiva
309,2001,4,1,nothbiva
309,2001,1,0.1,oxaldill
309,2001,2,0.01,oxaldill
309,2001,3,0.1,oxaldill
309,2001,4,0.1,oxaldill
309,2001,1,1,oxalviol
309,2001,2,0.1,oxalviol
309,2001,3,1,oxalviol
309,2001,4,10,oxalviol
309,2001,1,0.1,panivirg
309,2001,2,0.1,panivirg
309,2001,3,10,panivirg
309,2001,4,0.01,panivirg
309,2001,1,1,penstubi
309,2001,2,10,penstubi
309,2001,4,1,physvirg
309,2001,1,0.1,planvirg
309,2001,2,0.01,planvirg
309,2001,3,10,planvirg
309,2001,1,0.01,polyvert
309,2001,2,1,polyvert
309,2001,3,1,polyvert
309,2001,4,10,polyvert
309,2001,1,10,psortenu
309,2001,2,10,psortenu
309,2001,3,1,psortenu
309,2001,4,10,psortenu
309,2001,4,10,pyrrcaro
309,2001,1,10,rubuostr
309,2001,2,10,rubuostr
309,2001,3,1,rubuostr
309,2001,4,10,rubuostr
309,2001,1,0.1,ruelhumi
309,2001,2,1,ruelhumi
309,2001,3,0.1,ruelhumi
309,2001,4,1,ruelhumi
309,2001,1,10,rumecris
309,2001,2,1,rumehast
309,2001,4,1,salvazur
309,2001,1,0.01,schiscop
309,2001,2,0.1,schiscop
309,2001,3,0.01,schiscop
309,2001,4,0.1,schiscop
309,2001,3,1,setaparv
309,2001,4,10,solacaro
309,2001,3,1,solicana
309,2001,4,10,solicana
309,2001,2,10,solinemo
309,2001,1,0.1,solirigi
309,2001,2,1,solirigi
309,2001,4,0.1,solirigi
309,2001,1,0.1,sorgnuta
309,2001,2,0.01,sorgnuta
309,2001,3,0.01,sorgnuta
309,2001,4,0.1,sorgnuta
309,2001,1,1,unknspir
309,2001,2,10,unknspir
309,2001,4,10,unknspir
309,2001,1,0.1,sporcomp
309,2001,2,1,sporcomp
309,2001,3,10,sporcomp
309,2001,4,0.1,sporcomp
309,2001,1,0.1,stroleio
309,2001,2,0.1,stroleio
309,2001,3,0.1,stroleio
309,2001,4,0.1,stroleio
309,2001,1,1,stylbifl
309,2001,NA,100,symporbi
309,2001,1,10,tridflav
309,2001,2,10,tridflav
309,2001,3,10,unast309
309,2001,1,10,unsol309
309,2001,3,1,unsol309
